CUST_ID,gender,DateOfBirth,State,Contact,Segment,customer_age,claim_id,incident_cause,claim_date,claim_area,police_report,claim_type,claim_amount,total_policy_claims,fraudulent,StateName,Region,SubRegion
89737711,Male,30-Mar-91,WA,641-148-4597,Platinum,28,35373452,Other causes,03/28/2018,Auto,Unknown,Material only,$2800,1,No,Washington,West,Pacific
88489646,Female,17-May-71,WA,278-241-1657,Gold,48,88309120,Other driver error,10/17/2017,Auto,No,Material only,$2360,1,No,Washington,West,Pacific
41946743,Female,26-Sep-70,WA,756-245-4789,Gold,49,11179944,Other driver error,05/21/2018,Auto,No,Injury only,$17870,6,No,Washington,West,Pacific
12015897,Male,16-Nov-71,WA,465-854-9358,Silver,47,67060119,Driver error,10/09/2018,Auto,Unknown,Material only,$2270,6,No,Washington,West,Pacific
30119782,Female,11-Jun-90,WA,753-397-4823,Gold,29,31517760,Other driver error,10/17/2017,Auto,Unknown,Material only,$2242.5,1,Yes,Washington,West,Pacific
9667764,Female,10-Oct-79,SC,643-978-8251,Platinum,39,19051665,Other causes,12/17/2017,Auto,Yes,Injury only,$36190,1,No,South Carolina,South,South Atlantic
65728108,Male,22-Nov-84,SC,438-675-4587,Platinum,34,32116508,Other causes,10/09/2018,Auto,Unknown,Material and injury,$47610,3,Yes,South Carolina,South,South Atlantic
9677945,Female,28-May-87,SC,849-461-6419,Platinum,32,5694962,Other causes,09/26/2018,Auto,No,Material only,$1520,1,No,South Carolina,South,South Atlantic
49481916,Female,28-Mar-96,SC,734-137-4865,Silver,23,3311108,Other causes,09/19/2018,Auto,No,Material only,$3151,2,Yes,South Carolina,South,South Atlantic
58380749,Female,12-Aug-73,SC,672-491-4529,Silver,46,47497964,Other driver error,12/10/2017,Auto,Yes,Injury only,$26130,1,No,South Carolina,South,South Atlantic
83086717,Male,12-Oct-65,SC,948-634-1547,Gold,53,52826622,Driver error,02/17/2017,Auto,No,Material and injury,$23940,1,No,South Carolina,South,South Atlantic
42867092,Female,22-Aug-70,SC,596-249-8736,Silver,49,64659108,Other causes,05/28/2018,Auto,No,Injury only,$29083.5,1,Yes,South Carolina,South,South Atlantic
53981675,Male,09-Apr-86,SC,839-731-7381,Platinum,33,95115614,Driver error,03/21/2018,Auto,No,Material and injury,$21940,1,No,South Carolina,South,South Atlantic
72363224,Male,06-Jan-69,SC,271-324-8534,Silver,50,78204177,Natural causes,01/13/2018,Auto,No,Material only,$1500,1,No,South Carolina,South,South Atlantic
88881248,Female,03-May-63,SC,389-128-5432,Gold,56,68716231,Driver error,04/24/2018,Auto,Yes,Material only,$1610,4,No,South Carolina,South,South Atlantic
30394029,Female,08-Jan-70,SC,742-324-8253,Gold,49,90155895,Other driver error,07/20/2018,Auto,No,Material only,$1070,3,No,South Carolina,South,South Atlantic
63788489,Male,01-May-71,SC,549-471-1638,Platinum,48,52747205,Driver error,08/11/2017,Auto,No,Material only,$1880,1,No,South Carolina,South,South Atlantic
72081129,Male,19-Apr-73,SC,124-584-4261,Gold,46,87951152,Crime,10/23/2018,Auto,No,Material only,$1730,3,No,South Carolina,South,South Atlantic
76916649,Female,10-May-92,SC,854-921-6417,Silver,27,27133312,Other driver error,06/25/2017,Home,No,Material only,$2550,4,No,South Carolina,South,South Atlantic
83223514,Male,28-Jun-97,SC,528-138-3187,Gold,22,84713547,Other driver error,05/14/2018,Auto,Yes,Injury only,$30400,1,No,South Carolina,South,South Atlantic
23252820,Female,11-Oct-69,SC,674-215-4376,Silver,49,48945235,Other causes,10/04/2017,Auto,Unknown,Material only,$2560,1,No,South Carolina,South,South Atlantic
34414080,Female,08-Jul-74,SC,645-754-1947,Silver,45,56728149,Other causes,10/16/2018,Auto,No,Injury only,$13090,1,No,South Carolina,South,South Atlantic
30015627,Male,11-Sep-69,SC,254-523-1634,Silver,50,66301062,Natural causes,09/12/2018,Auto,Yes,Material only,$2208,4,Yes,South Carolina,South,South Atlantic
86164274,Male,28-Dec-62,SC,843-361-2796,Platinum,56,16402994,Other causes,09/26/2018,Home,Unknown,Material and injury,$15760,1,No,South Carolina,South,South Atlantic
75584003,Female,22-Apr-67,OK,723-418-3248,Silver,52,32630720,Crime,02/03/2017,Auto,No,Material only,$1480,1,No,Oklahoma,South,West South Central
15556454,Male,01-Sep-96,OK,952-296-8234,Silver,23,7316148,Crime,03/14/2018,Auto,No,Material only,$2070,1,No,Oklahoma,South,West South Central
7208859,Female,15-Feb-91,OK,372-267-3189,Gold,28,71767146,Crime,07/01/2017,Auto,No,Material only,$1840,1,No,Oklahoma,South,West South Central
14860484,Male,02-Dec-94,OK,864-361-2564,Gold,24,5567470,Other causes,03/29/2017,Auto,Unknown,Injury only,$14240,4,No,Oklahoma,South,West South Central
23236713,Male,24-Jan-94,OK,564-237-8963,Silver,25,45535504,Driver error,03/14/2018,Auto,Yes,Injury only,$29960,1,No,Oklahoma,South,West South Central
76093960,Female,23-Jun-84,OK,867-923-3798,Silver,35,79752814,Other causes,05/29/2017,Auto,Unknown,Material only,$2700,2,No,Oklahoma,South,West South Central
75995055,Female,14-Dec-95,OK,845-854-5473,Gold,23,45433267,Other causes,06/17/2018,Auto,Yes,Injury only,$36350,1,No,Oklahoma,South,West South Central
17822772,Male,07-May-89,OK,428-196-6913,Platinum,30,49821811,Driver error,03/14/2018,Auto,Unknown,Injury only,$33200,1,No,Oklahoma,South,West South Central
53260501,Female,24-May-98,OK,624-125-7382,Silver,21,48509529,Natural causes,03/02/2017,Auto,No,Material only,$1000,1,No,Oklahoma,South,West South Central
15635627,Male,16-Mar-97,OK,417-531-1953,Silver,22,37251197,Other causes,08/10/2018,Auto,Yes,Material only,$1630,1,No,Oklahoma,South,West South Central
59903277,Male,19-May-96,OK,634-697-8673,Gold,23,18428326,Other causes,03/29/2017,Auto,No,Material only,$2185,2,Yes,Oklahoma,South,West South Central
69128619,Male,18-May-91,OK,728-846-5942,Gold,28,16637107,Natural causes,08/23/2018,Home,No,Material and injury,$19040,4,No,Oklahoma,South,West South Central
89279737,Female,04-Nov-64,OK,912-289-1532,Platinum,54,93183406,Driver error,10/31/2017,Auto,No,Material and injury,$21920,1,No,Oklahoma,South,West South Central
3771583,Female,12-Feb-78,OK,972-634-1294,Silver,41,97455990,Other causes,01/27/2017,Auto,No,Material only,$1242,1,Yes,Oklahoma,South,West South Central
45634936,Female,11-Jun-67,OK,173-527-4698,Platinum,52,3109692,Other driver error,07/07/2018,Auto,No,Material only,$1890,1,No,Oklahoma,South,West South Central
72587271,Female,09-Sep-71,OK,372-592-3274,Silver,48,17339152,Other causes,10/17/2017,Auto,Unknown,Injury only,$18140,2,No,Oklahoma,South,West South Central
21774335,Male,07-Feb-77,OK,127-839-1746,Gold,42,64295975,Natural causes,09/06/2018,Auto,No,Material only,$1320,1,No,Oklahoma,South,West South Central
52995625,Female,03-Sep-97,OK,129-598-3652,Gold,22,87291535,Other causes,04/05/2017,Auto,No,Material only,$2310,1,No,Oklahoma,South,West South Central
20643817,Female,15-May-70,OK,542-287-9413,Gold,49,8586230,Natural causes,10/17/2017,Auto,No,Material only,$1800,1,No,Oklahoma,South,West South Central
37686146,Male,08-Jan-72,OK,974-576-2485,Silver,47,26832,Other causes,07/07/2018,Auto,No,Material only,$1510,1,No,Oklahoma,South,West South Central
18369428,Male,03-May-93,OK,256-457-9645,Gold,26,22576028,Other causes,08/11/2017,Auto,No,Material only,$1472,1,Yes,Oklahoma,South,West South Central
90012444,Male,08-Aug-74,KS,749-961-7265,Platinum,45,17910612,Other driver error,08/24/2017,Auto,No,Material only,$1010,1,No,Kansas,MidWest,West North Central
43870673,Male,21-Jun-85,KS,428-238-4918,Gold,34,64731876,Other causes,05/22/2017,Auto,Unknown,Material only,$1700,1,No,Kansas,MidWest,West North Central
37312925,Male,12-Jan-63,KS,274-346-6391,Gold,56,43899763,Driver error,10/31/2017,Auto,Yes,Injury only,$16070,1,No,Kansas,MidWest,West North Central
58402401,Male,13-Jun-79,KS,134-129-8167,Silver,40,4112041,Other causes,09/12/2018,Auto,Unknown,Material and injury,$32710,1,No,Kansas,MidWest,West North Central
32180678,Male,24-Feb-85,KS,975-682-7836,Platinum,34,90714815,Other causes,08/11/2017,Auto,Unknown,Material and injury,$16040,4,No,Kansas,MidWest,West North Central
16811546,Male,09-Jul-76,KS,486-341-4781,Gold,43,91841652,Crime,08/10/2018,Auto,Unknown,Injury only,$37200,1,No,Kansas,MidWest,West North Central
31544049,Male,04-Jun-71,KS,672-351-1964,Silver,48,83960449,Driver error,11/27/2017,Auto,Unknown,Material only,$1817,1,Yes,Kansas,MidWest,West North Central
33812279,Male,17-Jul-91,KS,621-297-6317,Platinum,28,4367748,Other causes,05/22/2017,Auto,Yes,Injury only,$41779.5,1,Yes,Kansas,MidWest,West North Central
25634799,Female,04-Nov-74,KS,724-781-3692,Platinum,44,36457152,Driver error,01/01/2017,Auto,No,Material only,$2900,2,No,Kansas,MidWest,West North Central
49499709,Male,05-Oct-77,KS,827-152-3125,Silver,42,38907463,Driver error,05/15/2017,Auto,No,Material only,$2130,2,No,Kansas,MidWest,West North Central
19916012,Female,22-Jan-64,KS,417-426-7961,Silver,55,85048276,Driver error,01/14/2017,Auto,No,Material only,$1860,1,No,Kansas,MidWest,West North Central
8774687,Male,08-May-80,KS,813-179-4628,Silver,39,71690988,Other causes,01/20/2018,Auto,No,Material only,$1910,1,No,Kansas,MidWest,West North Central
73898057,Female,25-May-60,KS,418-459-4571,Platinum,59,34947297,Other causes,03/21/2018,Auto,Unknown,Material only,$1610,4,Yes,Kansas,MidWest,West North Central
65916260,Female,06-Apr-96,KS,687-698-6425,Platinum,23,98646052,Other driver error,07/07/2018,Auto,No,Material only,$3415.5,1,Yes,Kansas,MidWest,West North Central
32560779,Female,18-Nov-60,KS,715-238-2678,Gold,58,74625948,Other causes,09/14/2017,Auto,No,Material only,$2670,2,No,Kansas,MidWest,West North Central
38384757,Female,09-Feb-97,KS,259-327-3729,Platinum,22,30888574,Other causes,07/07/2018,Auto,Unknown,Material only,$1880,2,No,Kansas,MidWest,West North Central
3967610,Female,02-Sep-63,KS,947-413-6812,Platinum,56,12086981,Other driver error,02/10/2017,Auto,Unknown,Material and injury,$26610,1,No,Kansas,MidWest,West North Central
66353946,Female,20-Nov-79,KS,512-457-6923,Gold,39,78381090,Other driver error,01/20/2018,Auto,Unknown,Material and injury,$26890,1,No,Kansas,MidWest,West North Central
66788290,Male,08-Nov-84,KS,735-872-2517,Silver,34,4186299,Driver error,05/21/2018,Auto,Yes,Injury only,$33360,1,No,Kansas,MidWest,West North Central
10665308,Male,21-Jun-99,CT,324-971-8395,Silver,20,46956597,Natural causes,07/20/2018,Auto,No,Material only,$2170,1,No,Connecticut,NorthEast,New England
30227653,Female,01-Aug-81,CT,945-734-2691,Silver,38,49955266,Other driver error,09/07/2017,Auto,No,Material only,$2740,1,No,Connecticut,NorthEast,New England
95719884,Female,26-Nov-89,CT,759-157-6329,Platinum,29,14457951,Crime,05/22/2017,Auto,Unknown,Material only,$1020,1,No,Connecticut,NorthEast,New England
48447568,Male,26-Jun-62,CT,294-936-9134,Gold,57,91210035,Driver error,10/24/2017,Auto,No,Material and injury,$15920,1,No,Connecticut,NorthEast,New England
16102401,Male,07-Oct-96,CT,148-543-1362,Silver,22,19333178,Driver error,08/18/2017,Home,Yes,Material only,$2710,1,No,Connecticut,NorthEast,New England
26448215,Female,10-Mar-83,CT,765-438-8462,Silver,36,36685947,Natural causes,02/03/2017,Auto,No,Material only,$2290,1,No,Connecticut,NorthEast,New England
70770204,Female,17-Jan-84,CT,935-274-6725,Silver,35,18972174,Driver error,04/17/2018,Auto,Unknown,Injury only,$28050,1,No,Connecticut,NorthEast,New England
59716520,Male,05-Aug-86,CT,348-546-2769,Silver,33,26836009,Other causes,11/27/2017,Home,No,Material only,$1020,1,No,Connecticut,NorthEast,New England
44665885,Female,15-Aug-94,CT,312-791-7619,Platinum,25,80167666,Other driver error,07/07/2018,Auto,Yes,Material and injury,$40170,1,No,Connecticut,NorthEast,New England
47879133,Female,16-Dec-81,CT,918-957-1486,Gold,37,33229705,Natural causes,02/22/2018,Auto,No,Material only,$1110,4,No,Connecticut,NorthEast,New England
88878373,Female,05-Jul-66,CT,536-642-3159,Gold,53,69620654,Other causes,01/21/2017,Auto,Unknown,Material only,$3001.5,2,Yes,Connecticut,NorthEast,New England
9466593,Female,21-May-78,CT,826-527-2935,Gold,41,21734808,Driver error,08/11/2017,Auto,No,Material only,$1472,1,Yes,Connecticut,NorthEast,New England
23460895,Male,22-Jan-67,CT,567-179-5829,Platinum,52,73456426,Other causes,08/10/2018,Auto,No,Material and injury,$34994.5,1,Yes,Connecticut,NorthEast,New England
96134505,Female,03-Jun-84,CT,832-482-4236,Silver,35,38416376,Other driver error,05/22/2017,Auto,No,Injury only,$33522.5,1,Yes,Connecticut,NorthEast,New England
54963034,Female,14-Apr-66,CT,937-293-7985,Platinum,53,10714529,Crime,08/03/2018,Auto,Yes,Injury only,$16480,3,No,Connecticut,NorthEast,New England
18818283,Female,03-May-97,CT,179-136-6493,Platinum,22,12799217,Natural causes,10/23/2018,Auto,No,Material only,$2890,3,No,Connecticut,NorthEast,New England
16453494,Female,17-Apr-78,CT,786-768-5678,Silver,41,20354423,Other driver error,04/17/2018,Auto,Unknown,Material only,$2480,1,No,Connecticut,NorthEast,New England
92789350,Male,14-Aug-71,CT,486-257-6798,Silver,48,85043191,Other driver error,02/02/2018,Auto,No,Material only,$1170,2,No,Connecticut,NorthEast,New England
49759488,Male,27-May-66,CT,173-198-2416,Silver,53,94060921,Driver error,02/09/2018,Auto,Unknown,Material only,$1667.5,1,Yes,Connecticut,NorthEast,New England
39881716,Female,27-Jan-79,CT,764-685-8523,Silver,40,15294101,Other driver error,01/26/2018,Auto,Unknown,Injury only,$28040,2,No,Connecticut,NorthEast,New England
95863439,Male,20-Feb-83,CT,465-372-5829,Gold,36,519194,Natural causes,03/29/2017,Home,Unknown,Material only,$2510,1,No,Connecticut,NorthEast,New England
69101618,Male,09-May-61,CT,628-392-7835,Silver,58,93708812,Driver error,02/23/2017,Auto,No,Material and injury,$29220,3,No,Connecticut,NorthEast,New England
78301168,Male,28-Nov-99,CT,516-179-8162,Silver,19,63402766,Other driver error,03/21/2018,Auto,Unknown,Material only,$1370,1,No,Connecticut,NorthEast,New England
26734721,Male,02-Jul-72,CT,659-876-5694,Gold,47,42636878,Natural causes,09/14/2017,Auto,No,Material only,$1720,1,No,Connecticut,NorthEast,New England
6104555,Male,01-Oct-82,CT,456-218-8516,Gold,37,65497756,Natural causes,07/28/2017,Auto,Unknown,Material only,$1050,1,No,Connecticut,NorthEast,New England
35597589,Female,17-Feb-80,IN,826-731-3964,Gold,39,68848682,Other driver error,05/29/2017,Auto,Yes,Injury only,,1,No,Indiana,MidWest,East North Central
12871942,Female,01-Apr-95,IN,591-436-5176,Platinum,24,41262918,Natural causes,04/25/2017,Auto,No,Material only,,1,No,Indiana,MidWest,East North Central
73246256,Female,18-Oct-84,IN,146-597-5429,Platinum,34,21229844,Crime,11/13/2017,Auto,No,Material only,$1020,1,No,Indiana,MidWest,East North Central
39642700,Female,13-Jun-85,IN,745-342-2471,Silver,34,46868258,Driver error,12/10/2017,Auto,No,Material only,$2560,3,No,Indiana,MidWest,East North Central
40922910,Male,12-Sep-63,IN,246-527-5983,Gold,56,84933468,Other driver error,02/03/2017,Auto,No,Material only,$1180,4,No,Indiana,MidWest,East North Central
25911554,Female,21-Jun-98,IN,321-235-9236,Gold,21,2913034,Natural causes,06/03/2018,Auto,No,Material only,$1322.5,3,Yes,Indiana,MidWest,East North Central
59809467,Female,03-Dec-87,IN,231-893-6274,Silver,31,52223434,Other driver error,05/28/2018,Auto,Unknown,Material only,$2863.5,4,Yes,Indiana,MidWest,East North Central
24579061,Female,24-Nov-67,IN,763-365-2837,Platinum,51,11682102,Natural causes,01/07/2017,Auto,No,Material only,$1770,1,No,Indiana,MidWest,East North Central
31654316,Female,12-Jul-81,IN,683-351-1463,Gold,38,67359535,Other driver error,04/05/2017,Home,Unknown,Material and injury,$35800,3,No,Indiana,MidWest,East North Central
36252121,Female,29-Apr-85,IN,127-359-1385,Gold,34,43099766,Driver error,11/06/2017,Auto,No,Injury only,$22000,4,No,Indiana,MidWest,East North Central
95418320,Male,01-Aug-88,IN,324-817-2436,Silver,31,23742797,Driver error,08/30/2018,Auto,No,Material only,$2820,1,No,Indiana,MidWest,East North Central
27868943,Female,11-Sep-80,IN,951-875-3657,Platinum,39,88804995,Other driver error,11/27/2017,Auto,No,Material only,$2550,2,No,Indiana,MidWest,East North Central
59510159,Male,27-May-81,IN,421-734-8421,Gold,38,98940053,Other driver error,05/15/2017,Auto,No,Material only,$2430,3,No,Indiana,MidWest,East North Central
44467682,Male,27-Dec-93,IN,571-162-2735,Gold,25,80758625,Driver error,04/04/2018,Home,No,Material only,$1460,4,No,Indiana,MidWest,East North Central
81909700,Female,14-Jan-61,IN,392-153-3128,Platinum,58,81308209,Natural causes,04/04/2018,Home,No,Material only,$2440,1,No,Indiana,MidWest,East North Central
34369658,Female,05-Aug-85,IN,897-847-6547,Gold,34,2725264,Other causes,05/22/2017,Auto,No,Material only,$2330,1,No,Indiana,MidWest,East North Central
3955265,Male,27-Feb-77,IN,324-296-9625,Platinum,42,30225071,Other causes,02/17/2017,Auto,Unknown,Material and injury,$37740,1,No,Indiana,MidWest,East North Central
54252815,Female,01-Apr-92,IN,625-425-9124,Gold,27,89430255,Other causes,03/14/2018,Auto,Unknown,Injury only,$16680,1,No,Indiana,MidWest,East North Central
86320995,Male,04-Jul-91,IN,978-347-9514,Gold,28,87968374,Other driver error,03/16/2017,Home,No,Material only,$1720,1,No,Indiana,MidWest,East North Central
51760038,Female,09-Dec-89,IN,958-286-8926,Platinum,29,4338441,Other driver error,02/17/2017,Auto,No,Material only,$2800,1,No,Indiana,MidWest,East North Central
71676845,Male,07-Apr-94,IN,549-982-1984,Silver,25,83884815,Other driver error,07/27/2018,Auto,No,Material only,$2800,3,No,Indiana,MidWest,East North Central
51033228,Male,13-Oct-85,IN,534-462-2657,Gold,33,50927161,Driver error,10/23/2018,Auto,No,Material and injury,$30890,2,No,Indiana,MidWest,East North Central
1924109,Male,13-Dec-81,UT,431-179-6475,Gold,37,8782253,Driver error,09/14/2017,Auto,No,Material only,$1690,1,No,Utah,West,Mountain
57510487,Male,24-Jan-84,UT,512-657-2135,Gold,35,73138939,Driver error,12/10/2017,Auto,No,Material only,$1730,1,No,Utah,West,Mountain
17390816,Female,03-Sep-87,UT,269-384-1923,Gold,32,49234022,Natural causes,03/29/2017,Auto,No,Material only,$2090,1,No,Utah,West,Mountain
14433043,Female,13-Jun-71,UT,314-341-6783,Gold,48,15165423,Driver error,06/30/2018,Auto,Yes,Material only,$2170,5,No,Utah,West,Mountain
58850120,Female,23-Jul-60,UT,819-478-8453,Platinum,59,80080381,Crime,02/23/2017,Auto,Yes,Material and injury,$40180,1,No,Utah,West,Mountain
67861420,Female,28-Apr-92,UT,645-657-5692,Platinum,27,50960913,Other causes,02/15/2018,Auto,No,Material only,$1880,1,No,Utah,West,Mountain
40728123,Male,03-Jul-77,UT,298-863-2514,Platinum,42,52339239,Other causes,02/10/2017,Auto,No,Material only,$2590,1,No,Utah,West,Mountain
88484857,Male,21-May-60,UT,189-845-2459,Silver,59,31272774,Other causes,09/19/2018,Auto,No,Material only,$1900,3,No,Utah,West,Mountain
7612094,Male,26-Aug-83,UT,145-734-4176,Gold,36,75623323,Natural causes,09/06/2018,Auto,No,Material only,$2771.5,1,Yes,Utah,West,Mountain
40948894,Female,16-Jul-73,UT,239-839-2365,Gold,46,8981804,Other driver error,08/24/2017,Auto,Yes,Injury only,$37170,1,No,Utah,West,Mountain
41009394,Female,06-Jul-84,UT,384-934-5241,Gold,35,89824066,Other causes,02/23/2017,Auto,No,Material only,$3105,4,Yes,Utah,West,Mountain
99674324,Male,28-Jan-65,UT,517-562-4916,Silver,54,4549014,Other causes,07/07/2018,Auto,No,Injury only,$21480,1,No,Utah,West,Mountain
80905889,Male,13-Dec-62,UT,398-297-3568,Gold,56,11448070,Other driver error,05/02/2017,Auto,No,Material only,$1680,1,No,Utah,West,Mountain
45113346,Female,22-Apr-69,UT,146-429-5398,Silver,50,91473446,Other causes,04/18/2017,Home,Unknown,Material only,$1750,1,No,Utah,West,Mountain
39497409,Female,04-Oct-90,UT,976-537-8734,Silver,29,54131824,Other driver error,03/01/2018,Auto,Unknown,Injury only,$32867,3,Yes,Utah,West,Mountain
80503762,Male,25-Sep-96,UT,892-124-9765,Silver,23,72439038,Other causes,02/10/2017,Auto,No,Material only,$2380.5,1,Yes,Utah,West,Mountain
79391302,Male,30-Oct-84,UT,425-721-8315,Silver,34,78672117,Other causes,06/04/2017,Auto,No,Material only,$2500,2,No,Utah,West,Mountain
71986983,Female,15-Oct-82,UT,497-684-3678,Platinum,36,35001150,Other driver error,07/20/2018,Auto,Unknown,Material only,$1180,4,No,Utah,West,Mountain
32155446,Male,07-May-85,AZ,847-936-7645,Gold,34,71088680,Driver error,12/24/2017,Auto,No,Material and injury,$32640,4,No,Arizona,West,Mountain
6298259,Female,30-May-69,AZ,712-891-4759,Silver,50,55252454,Natural causes,05/29/2017,Auto,Unknown,Material and injury,$20080,2,No,Arizona,West,Mountain
84767457,Female,14-Nov-96,AZ,964-984-9257,Platinum,22,77727200,Driver error,12/03/2017,Auto,Unknown,Material and injury,$23740,1,No,Arizona,West,Mountain
73383008,Female,04-Jun-86,AZ,594-592-6745,Gold,33,72074471,Other driver error,02/09/2018,Auto,Unknown,Injury only,$44700.5,1,Yes,Arizona,West,Mountain
35937389,Female,31-Jul-78,AZ,971-841-3152,Silver,41,30532684,Natural causes,02/23/2017,Auto,Unknown,Material only,$2610,2,No,Arizona,West,Mountain
2327487,Male,08-Feb-99,AZ,215-589-3761,Platinum,20,66578763,Driver error,05/07/2018,Auto,No,Material only,$2040,5,No,Arizona,West,Mountain
86024944,Female,01-Aug-74,AZ,742-298-4693,Silver,45,18700750,Other driver error,07/15/2017,Auto,Unknown,Material and injury,$47679,2,Yes,Arizona,West,Mountain
35410919,Female,07-May-95,AZ,862-765-3425,Silver,24,22295924,Crime,06/04/2017,Auto,No,Material only,$1740,3,No,Arizona,West,Mountain
90102508,Male,25-Jul-85,AZ,794-134-3864,Gold,34,93075008,Natural causes,03/28/2018,Auto,No,Material only,$1280,1,No,Arizona,West,Mountain
29826894,Female,06-Jan-91,AZ,124-198-8153,Silver,28,87350000,Other driver error,11/06/2017,Auto,No,Material only,$2730,5,No,Arizona,West,Mountain
10956208,Male,21-Dec-84,AZ,194-786-8173,Gold,34,28520503,Natural causes,02/02/2018,Auto,No,Material only,$1210,1,No,Arizona,West,Mountain
88072232,Male,05-Jun-83,AZ,932-518-9524,Gold,36,78382955,Other driver error,06/04/2017,Auto,Yes,Material and injury,$27310,3,No,Arizona,West,Mountain
63238733,Female,08-Sep-93,AZ,268-398-8256,Gold,26,72238494,Other causes,09/07/2017,Auto,No,Injury only,$14770,1,No,Arizona,West,Mountain
97226830,Male,23-Oct-80,AZ,654-347-5163,Gold,38,7211846,Other driver error,04/04/2018,Auto,No,Material only,$2900,2,No,Arizona,West,Mountain
87596868,Male,18-Nov-61,AZ,573-396-3182,Silver,57,36599575,Driver error,10/09/2018,Auto,Unknown,Injury only,$33330,2,No,Arizona,West,Mountain
13265356,Female,27-Jul-62,IA,462-587-7532,Silver,57,52278305,Driver error,10/17/2017,Home,No,Material only,$1210,1,No,Iowa,MidWest,West North Central
35907845,Male,22-Jun-72,IA,384-637-2368,Platinum,47,69101899,Crime,05/14/2018,Auto,Unknown,Material and injury,$19520,1,No,Iowa,MidWest,West North Central
15036122,Male,30-Mar-88,IA,893-237-4791,Silver,31,50337100,Other driver error,07/20/2018,Auto,Unknown,Injury only,$30080,1,No,Iowa,MidWest,West North Central
48145469,Male,22-May-73,IA,946-341-3157,Silver,46,30488859,Other causes,04/10/2018,Auto,Unknown,Material only,$1860,1,No,Iowa,MidWest,West North Central
41265642,Male,29-Sep-89,IA,912-385-7549,Gold,30,1657284,Crime,07/22/2017,Auto,No,Material only,$2852,1,Yes,Iowa,MidWest,West North Central
88126167,Female,22-Dec-93,IA,691-739-8963,Gold,25,26752193,Crime,04/18/2017,Auto,Unknown,Injury only,$17050,1,No,Iowa,MidWest,West North Central
51503228,Male,12-Jul-60,IA,612-258-9783,Silver,59,2322078,Driver error,12/17/2017,Auto,Unknown,Injury only,$14330,3,No,Iowa,MidWest,West North Central
74840885,Female,09-May-66,IA,149-458-3751,Platinum,53,73800450,Crime,03/14/2018,Home,Unknown,Material only,$2060,5,No,Iowa,MidWest,West North Central
69784779,Female,20-Aug-90,IA,521-358-6847,Platinum,29,70210720,Other driver error,05/21/2018,Auto,Yes,Material and injury,$28740,1,No,Iowa,MidWest,West North Central
79637467,Male,27-Mar-71,IA,736-694-8274,Gold,48,87230026,Other causes,02/17/2017,Auto,Yes,Injury only,$16700,1,No,Iowa,MidWest,West North Central
14696479,Female,07-Jul-91,IA,678-719-8217,Silver,28,58956535,Other causes,02/23/2017,Auto,No,Material only,$1540,1,No,Iowa,MidWest,West North Central
89806715,Female,26-Oct-60,IA,157-529-5243,Silver,58,32110693,Crime,08/30/2018,Auto,Unknown,Material only,$1710,1,No,Iowa,MidWest,West North Central
17859000,Female,05-Apr-79,IA,732-758-2761,Gold,40,49401942,Crime,02/10/2017,Auto,No,Material only,$2550,1,No,Iowa,MidWest,West North Central
21969808,Female,07-Oct-98,IA,961-647-1945,Platinum,20,61950339,Natural causes,05/21/2018,Auto,No,Material only,$1725,1,Yes,Iowa,MidWest,West North Central
25989608,Female,04-Mar-97,IA,498-475-7823,Gold,22,97044473,Other driver error,06/18/2017,Auto,No,Material only,$1700,1,No,Iowa,MidWest,West North Central
12108789,Female,09-Apr-67,IA,529-962-3471,Gold,52,39063220,Other causes,03/14/2018,Auto,Yes,Material and injury,$23851,1,Yes,Iowa,MidWest,West North Central
3124373,Male,18-Dec-79,IA,527-891-4692,Platinum,39,42133860,Natural causes,01/21/2017,Auto,Unknown,Material only,$1350,2,No,Iowa,MidWest,West North Central
58378868,Female,29-Oct-84,IA,367-512-2167,Gold,34,46992958,Driver error,04/10/2018,Auto,No,Material only,$1240,2,No,Iowa,MidWest,West North Central
39035416,Male,29-Jul-61,IA,785-836-9316,Platinum,58,91784105,Other causes,08/11/2017,Auto,Unknown,Material only,$2540,2,No,Iowa,MidWest,West North Central
75192560,Female,22-Mar-84,IA,784-943-8563,Platinum,35,68843304,Other driver error,06/23/2018,Auto,Yes,Injury only,$37520,1,No,Iowa,MidWest,West North Central
39608351,Male,03-Dec-83,IA,142-758-5874,Gold,35,58812093,Natural causes,04/10/2018,Auto,Yes,Material only,$2750,1,No,Iowa,MidWest,West North Central
8733543,Male,29-Aug-93,IA,413-394-4173,Gold,26,70338835,Natural causes,03/16/2017,Auto,No,Material only,$2300,1,No,Iowa,MidWest,West North Central
98401399,Female,07-Oct-68,IA,219-593-1674,Silver,50,35136402,Natural causes,09/06/2018,Auto,Unknown,Injury only,$24900,1,No,Iowa,MidWest,West North Central
8310837,Male,13-Jun-86,IA,498-387-9816,Silver,33,73875239,Other driver error,01/07/2017,Auto,Yes,Injury only,$35280,2,No,Iowa,MidWest,West North Central
45364348,Male,13-Jun-67,IA,342-564-3152,Gold,52,46839282,Driver error,11/20/2017,Auto,No,Material only,$2990,1,No,Iowa,MidWest,West North Central
71259315,Male,06-Nov-86,IA,197-824-7356,Gold,32,30441336,Natural causes,04/12/2017,Auto,No,Material only,$2110,1,No,Iowa,MidWest,West North Central
